Code,Station_ID,JMD_code,Station_Name,Altitude_m,Latitude,Longitude,Time,SPI
,CC0001,24,Madaba,758,31.43,35.48,1981/10/31,0
,AD0012,25,Ramtha,590,32.3,35.59,1981/10/31,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1981/10/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1981/10/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1981/10/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1981/10/31,0
,AL0004,30,Jarash,585,32.279346,35.892955,1981/10/31,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1981/11/30,79.4
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1981/11/30,70.5
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1981/11/30,55.3
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1981/11/30,51.8
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1981/11/30,48.4
,AL0017,23,Sawileh,1050,32,35.54,1981/11/30,46.5
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1981/11/30,45.8
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1981/11/30,42.9
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1981/11/30,39.6
,AD0012,25,Ramtha,590,32.3,35.59,1981/11/30,29.9
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1981/11/30,24.5
,AL0004,30,Jarash,585,32.279346,35.892955,1981/11/30,24.3
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1981/11/30,24.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,1981/11/30,21.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1981/11/30,19.5
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1981/11/30,15.8
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1981/11/30,14.2
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1981/11/30,12.4
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1981/11/30,10.9
SYNP0029,,14,Queen AIA,722,31.43,35.59,1981/11/30,10.6
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1981/11/30,5.4
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1981/11/30,3.2
,F 0003,28,Azraq South ,511,31.82568,36.818333,1981/11/30,3.1
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1981/11/30,2.5
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1981/11/30,1.3
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1981/11/30,0.6
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1981/11/30,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1981/11/30,0
,CD0034,19,Qatraneh,730,31.15,36.07,1981/11/30,0
,CC0001,24,Madaba,758,31.43,35.48,1981/11/30,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1981/12/31,31.1
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1981/12/31,28.1
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1981/12/31,24
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1981/12/31,18.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1981/12/31,13.8
,AL0017,23,Sawileh,1050,32,35.54,1981/12/31,13
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1981/12/31,12
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1981/12/31,10.7
,AD0012,25,Ramtha,590,32.3,35.59,1981/12/31,9.8
,AL0004,30,Jarash,585,32.279346,35.892955,1981/12/31,9
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1981/12/31,7.6
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1981/12/31,7.1
SYNP0029,,14,Queen AIA,722,31.43,35.59,1981/12/31,5.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,1981/12/31,4.6
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1981/12/31,3.6
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1981/12/31,0.8
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1981/12/31,0.5
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1981/12/31,0.3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1981/12/31,0.3
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1981/12/31,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1981/12/31,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1981/12/31,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1981/12/31,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1981/12/31,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1981/12/31,0
,CD0034,19,Qatraneh,730,31.15,36.07,1981/12/31,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1981/12/31,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1981/12/31,0
,CC0001,24,Madaba,758,31.43,35.48,1981/12/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1981/12/31,0
,AL0017,23,Sawileh,1050,32,35.54,1982/1/31,137.7
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/1/31,135.1
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/1/31,113.5
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/1/31,88.9
,AL0004,30,Jarash,585,32.279346,35.892955,1982/1/31,76.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/1/31,71.5
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/1/31,69.2
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/1/31,64.8
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/1/31,63.2
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/1/31,57.9
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/1/31,53.9
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/1/31,52.8
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/1/31,48.5
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/1/31,45.2
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/1/31,42.9
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/1/31,41.9
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/1/31,39.5
,AD0012,25,Ramtha,590,32.3,35.59,1982/1/31,34.1
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/1/31,30.9
,CD0034,19,Qatraneh,730,31.15,36.07,1982/1/31,29.1
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/1/31,26.6
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/1/31,25.5
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/1/31,22
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/1/31,14.7
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/1/31,13.7
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/1/31,11.1
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/1/31,9.7
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/1/31,5.1
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/1/31,3.9
,CC0001,24,Madaba,758,31.43,35.48,1982/1/31,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/2/28,155.1
,AL0017,23,Sawileh,1050,32,35.54,1982/2/28,133.2
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/2/28,119.4
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/2/28,114.3
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/2/28,111.2
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/2/28,95.2
,AL0004,30,Jarash,585,32.279346,35.892955,1982/2/28,91.6
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/2/28,87.6
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/2/28,86.6
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/2/28,83.4
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/2/28,77.4
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/2/28,67.6
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/2/28,56.3
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/2/28,55.8
,AD0012,25,Ramtha,590,32.3,35.59,1982/2/28,51.7
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/2/28,36.4
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/2/28,34.5
,CD0034,19,Qatraneh,730,31.15,36.07,1982/2/28,33.9
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/2/28,25.4
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/2/28,25.1
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/2/28,21.6
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/2/28,17.6
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/2/28,12.2
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/2/28,12
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/2/28,7.5
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/2/28,7.5
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/2/28,7
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/2/28,4.9
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/2/28,3.8
,CC0001,24,Madaba,758,31.43,35.48,1982/2/28,2.6
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/3/31,152.6
,AL0017,23,Sawileh,1050,32,35.54,1982/3/31,107.8
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/3/31,106.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/3/31,95.7
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/3/31,74.8
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/3/31,58.6
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/3/31,56.8
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/3/31,55.8
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/3/31,51.7
,AL0004,30,Jarash,585,32.279346,35.892955,1982/3/31,44.7
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/3/31,44.6
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/3/31,43.3
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/3/31,43.3
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/3/31,36.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/3/31,35.9
,AD0012,25,Ramtha,590,32.3,35.59,1982/3/31,31.4
,CC0001,24,Madaba,758,31.43,35.48,1982/3/31,25.3
,CD0034,19,Qatraneh,730,31.15,36.07,1982/3/31,23.8
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/3/31,21.6
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/3/31,20.8
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/3/31,20.2
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/3/31,14.6
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/3/31,11.7
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/3/31,7.6
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/3/31,7.1
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/3/31,6.3
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/3/31,4.6
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/3/31,3.7
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/3/31,3.3
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/3/31,2.5
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/4/30,81.2
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/4/30,28.8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/4/30,23.4
,AL0017,23,Sawileh,1050,32,35.54,1982/4/30,20.3
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/4/30,16.3
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/4/30,15.6
,AD0012,25,Ramtha,590,32.3,35.59,1982/4/30,15.5
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/4/30,15.1
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/4/30,15
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/4/30,15
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/4/30,12.6
,AL0004,30,Jarash,585,32.279346,35.892955,1982/4/30,10
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/4/30,9.8
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/4/30,9
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/4/30,8.8
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/4/30,7.3
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/4/30,7
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/4/30,6.8
,CD0034,19,Qatraneh,730,31.15,36.07,1982/4/30,6.6
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/4/30,6.5
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/4/30,6
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/4/30,5.7
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/4/30,3.3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/4/30,3.3
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/4/30,3.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/4/30,3
,CC0001,24,Madaba,758,31.43,35.48,1982/4/30,2
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/4/30,1.5
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/4/30,1.2
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/4/30,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/5/31,38.5
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/5/31,36.2
,CC0001,24,Madaba,758,31.43,35.48,1982/5/31,26
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/5/31,25.6
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/5/31,24.4
,AD0012,25,Ramtha,590,32.3,35.59,1982/5/31,23.4
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/5/31,20.8
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/5/31,19.8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/5/31,19.2
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/5/31,18.1
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/5/31,17
,AL0017,23,Sawileh,1050,32,35.54,1982/5/31,13
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/5/31,10.9
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/5/31,10.7
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/5/31,10.2
,AL0004,30,Jarash,585,32.279346,35.892955,1982/5/31,10
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/5/31,9.4
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/5/31,8.1
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/5/31,7.7
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/5/31,7.3
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/5/31,5.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/5/31,4
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/5/31,3.3
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/5/31,3.1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/5/31,2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/5/31,1.6
,CD0034,19,Qatraneh,730,31.15,36.07,1982/5/31,0.9
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/5/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/5/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/5/31,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/6/30,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/6/30,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/6/30,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/6/30,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/6/30,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/6/30,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/6/30,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/6/30,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/6/30,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/6/30,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/6/30,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/6/30,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/6/30,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/6/30,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/6/30,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/6/30,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/6/30,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/6/30,0
,CD0034,19,Qatraneh,730,31.15,36.07,1982/6/30,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/6/30,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/6/30,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/6/30,0
,AL0017,23,Sawileh,1050,32,35.54,1982/6/30,0
,CC0001,24,Madaba,758,31.43,35.48,1982/6/30,0
,AD0012,25,Ramtha,590,32.3,35.59,1982/6/30,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/6/30,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/6/30,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/6/30,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/6/30,0
,AL0004,30,Jarash,585,32.279346,35.892955,1982/6/30,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/7/31,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/7/31,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/7/31,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/7/31,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/7/31,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/7/31,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/7/31,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/7/31,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/7/31,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/7/31,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/7/31,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/7/31,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/7/31,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/7/31,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/7/31,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/7/31,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/7/31,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/7/31,0
,CD0034,19,Qatraneh,730,31.15,36.07,1982/7/31,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/7/31,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/7/31,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/7/31,0
,AL0017,23,Sawileh,1050,32,35.54,1982/7/31,0
,CC0001,24,Madaba,758,31.43,35.48,1982/7/31,0
,AD0012,25,Ramtha,590,32.3,35.59,1982/7/31,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/7/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/7/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/7/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/7/31,0
,AL0004,30,Jarash,585,32.279346,35.892955,1982/7/31,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/8/31,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/8/31,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/8/31,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/8/31,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/8/31,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/8/31,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/8/31,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/8/31,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/8/31,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/8/31,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/8/31,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/8/31,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/8/31,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/8/31,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/8/31,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/8/31,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/8/31,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/8/31,0
,CD0034,19,Qatraneh,730,31.15,36.07,1982/8/31,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/8/31,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/8/31,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/8/31,0
,AL0017,23,Sawileh,1050,32,35.54,1982/8/31,0
,CC0001,24,Madaba,758,31.43,35.48,1982/8/31,0
,AD0012,25,Ramtha,590,32.3,35.59,1982/8/31,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/8/31,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/8/31,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/8/31,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/8/31,0
,AL0004,30,Jarash,585,32.279346,35.892955,1982/8/31,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/9/30,4.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1982/9/30,3.4
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/9/30,3.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1982/9/30,3.2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1982/9/30,3
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1982/9/30,2.8
,F 0003,28,Azraq South ,511,31.82568,36.818333,1982/9/30,2.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1982/9/30,2.5
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1982/9/30,2.4
,AD0012,25,Ramtha,590,32.3,35.59,1982/9/30,2.3
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1982/9/30,1.6
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/9/30,1.4
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1982/9/30,1.3
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1982/9/30,1.3
SYNP0029,,14,Queen AIA,722,31.43,35.59,1982/9/30,1.2
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/9/30,1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1982/9/30,0.7
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1982/9/30,0.4
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1982/9/30,0.2
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1982/9/30,0.1
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1982/9/30,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1982/9/30,0
,CD0034,19,Qatraneh,730,31.15,36.07,1982/9/30,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/9/30,0
,AL0017,23,Sawileh,1050,32,35.54,1982/9/30,0
,CC0001,24,Madaba,758,31.43,35.48,1982/9/30,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1982/9/30,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/9/30,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1982/9/30,0
,AL0004,30,Jarash,585,32.279346,35.892955,1982/9/30,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1982/10/31,46.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,1982/10/31,20.3
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1982/10/31,18.1
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1982/10/31,16.8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1982/10/31,15
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1982/10/31,13.9
